0,1,2
-1.0843879835738721,-1.0589834129946833,-0.824413565115376
-0.7957457639665679,-0.8168112574223496,-1.5022570675225133
-0.839510560364616,-1.4270156687569104,0.43828090654194457
-0.8412410128791399,1.061204313170762,-0.0531835386987178
-1.7684416056142473,0.2839355633923972,-1.747196930989832
-1.1079246428051988,0.8932116060975098,-0.640258677183139
-2.0817483059086532,-0.03327698243514976,-0.011952098925217019
-1.4206546090023235,-0.8377337290473468,0.9999506853796588
-1.41945565861664,-0.8519217514477591,-1.42818710047322
-0.6938790402996109,1.1103221006719808,1.1725487964502463
-1.4838619016065855,0.012822330658436076,-2.0560114822503004
-1.0471916670203079,1.9173461256836548,0.7932811269326604
-1.5322457981673956,0.8743794033780492,0.6077211948241266
-1.6457014629934723,0.35365510435824943,-2.267838571910146
-1.0214479247112194,-0.7885850100520336,-0.38080855794679097
-1.8863175893353734,-0.07241030963361461,-0.02497155973216683
-0.9274908826653065,-1.3775494664562802,-0.08078718781209736
-1.0778760276231858,-0.46648148006603896,0.13223355126595882
-1.2490327898257916,-0.37985593543718865,-1.1011491308287151
-1.3138864659665075,1.106779701176506,-1.4680502640125468
-1.2523777430771599,-1.034681046016698,-0.514851078330887
-0.5280230741079858,2.1224088709018147,-0.18882533768862667
-1.530941452904504,0.7176253428028904,1.4140105092968975
-0.8928077079097338,-0.702663734822266,-0.6448899921469008
-0.9923637604780857,-0.7525125069590772,-0.03904009955631675
-0.9922012795726096,-1.5463769216287897,0.38696611913340406
-1.0480659532832137,0.4569090690662855,-0.4674167873851735
-0.6861795871102996,-1.5129495083926003,2.1411376868412857
-1.0894932700345974,-0.5273012343169803,-0.6686714063804409
-1.4948439870051378,-0.7216829645259677,0.4017963242830561
-0.687954622250623,0.5735251754848857,-1.9251526278631612
-2.1687335237434144,0.004425942846820741,-0.4329225650516703
-0.9703907979300717,0.9645691414909646,0.7002087062630475
-0.7777698483273324,-1.2074507663756378,1.2024557315032254
-1.0472103398295973,1.0362600495581953,1.0545671162567642
-1.5701513783471521,0.6059178087633181,0.46945514423408213
-1.5730648835231693,-0.8349527323949366,-0.6303721606066941
-0.8006655436386196,1.5374657003721284,-0.8860879047678295
-1.1429340459520279,-1.3553910060522811,0.33616651093194166
-0.9428486885921634,-0.8692256009416335,-1.1823930833524665
-0.9525850847472892,-1.0859920962596874,-0.20171809479862307
-1.0354999503086255,1.5605274408982652,0.9954493103014816
-2.0888665460708733,0.3810313365995065,0.39656037157186075
-0.9842574875611176,-0.9419649392389066,2.0761067475123363
-0.6999132051905201,-1.3362064278050338,-2.1618302981304227
-1.3688595190982227,-0.9281456289026032,-0.11511371338967002
-1.0846545761557158,0.6447763784439652,0.59251826207597
-2.11714793203371,-0.003939612677129833,-0.27728649449576503
-0.827746550046975,-1.5506048805582908,-1.270950879852474
-0.7366795165131668,-1.2361383730913325,-0.5068869963842136
0.0252028162233644,1.6510683868686193,-0.206131513058083
-1.541262715807687,1.2047846020424724,0.35024899263435727
-0.6672020096359355,0.6166147833138428,-0.7514461664900489
-0.7339382995034882,-1.4029146517482585,-2.725096879219829
-1.9780773320158298,1.1491248594287138,0.6924469247919733
-0.4914832597822735,-1.242665057646068,-0.8225360348603125
-0.4393027425528544,1.6985947562277142,-0.0026229405420366224
-1.0914500551005664,-0.6472186225952153,-0.045097258537876744
-0.15393920332339783,1.6172698500391351,-1.1535971195011119
